company_name,uen,industry,country,city,website,short_description,source
VERONE WELLNESS ENTERPRISE,,,Singapore,Singapore,,Invitation to Tender for the Provision of a Wellness Coach,gebiz
OPTION GIFT PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Supermarket and Shopping Vouchers,gebiz
MAXCON CONSTRUCTION & ENGINEERING PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Proposed A&A Works to Special Student Care Centre at Bukit Batok West Avenue 6,gebiz
STRAUGHAN & MATHEW RESEARCH CONSULTING,,,Singapore,Singapore,,Invitation to Tender for the Provision of Consultancy Services for the Study on Parenting in Singapore,gebiz
BUILT 2 LAST TRAINING,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for Conduct and Management of FAMILY 365 Evidence-Based Programmes and Services,gebiz
COMPASS LIFE,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for Conduct and Management of FAMILY 365 Evidence-Based Programmes and Services,gebiz
MORNING STAR COMMUNITY SERVICES LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for Conduct and Management of FAMILY 365 Evidence-Based Programmes and Services,gebiz
ACCLIVIS TECHNOLOGIES AND SOLUTIONS PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Supply, Delivery, Installation, Testing, Commissioning and Maintenance of the Bundled ICT Package Service",gebiz
BLAK RICE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Training Programmes for Vocational Learning of Youth under Rehabilitation care at Youth Residential Service,gebiz
BUILT FROM SKRATCH,,,Singapore,Singapore,,Invitation to Tender for the Provision of Training Programmes for Vocational Learning of Youth under Rehabilitation care at Youth Residential Service,gebiz
CARD ATELIER,,,Singapore,Singapore,,Invitation to Tender for the Provision of Training Programmes for Vocational Learning of Youth under Rehabilitation care at Youth Residential Service,gebiz
EDUQUEST INTERNATIONAL INSTITUTE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Training Programmes for Vocational Learning of Youth under Rehabilitation care at Youth Residential Service,gebiz
DESIGN INTERNATIONAL ARCHITECTS LLP,,,Singapore,Singapore,,Invitation to Tender for the Provision of Multi-Disciplinary Consultancy Services for CM Works at MWS Christalite Methodist Home,gebiz
METAPHOR DESIGN + ARCHITECTURE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Multi-Disciplinary Consultancy Services for Cyclical Maintenance Works at Bukit Batok Home for the Aged,gebiz
ADVANTAGE COACHING & CONSULTING,,,Singapore,Singapore,,Invitation To Tender for the Provision and Management of Evidence-Informed and/or Bonding Programmes,gebiz
Aoxiang Counselling Service,,,Singapore,Singapore,,Invitation To Tender for the Provision and Management of Evidence-Informed and/or Bonding Programmes,gebiz
ATMAN COUNSELLING & TRAINING CONSULTANCY,,,Singapore,Singapore,,Invitation To Tender for the Provision and Management of Evidence-Informed and/or Bonding Programmes,gebiz
Cornerstone Community Services,,,Singapore,Singapore,,Invitation To Tender for the Provision and Management of Evidence-Informed and/or Bonding Programmes,gebiz
FEI YUE COMMUNITY SERVICES,,,Singapore,Singapore,,Invitation To Tender for the Provision and Management of Evidence-Informed and/or Bonding Programmes,gebiz
HILADT ARCHITECTS LLP,,,Singapore,Singapore,,Invitation To Tender for the Provision of Multi-Disciplinary Consultancy Services for the Proposed New Early Intervention Programme for Infants and Children (EIPIC) Centre at Fernvale Woods,gebiz
ARMOUR PUBLISHING PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Resource Package,gebiz
ACADEMY OF SPORTS AND EXERCISE SCIENCE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
ARCHITECTSOFLIFE LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
CORNERSTONE ENRICHMENT PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
FLAIR ARTZ INTERNATIONAL,,,Singapore,Singapore,,Invitation to Tender for the Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
LASALLE COLLEGE OF THE ARTS LIMITED,,,Singapore,Singapore,,Invitation to Tender for the Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
TEAM AXIS CORPORATE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
FUSION GENESIS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Replacement of Closed-Circuit Television System in MSF HQ,gebiz
ALLKIN SINGAPORE LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Post-Care Support Service for Residents of MSF Youth Homes (Phase 2),gebiz
QUANTUM AUTOMATION PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Comprehensive Maintenance of the Integrated Security System at Singapore Boys' Home,gebiz
HUAY ARCHITECTS,,,Singapore,Singapore,,"Invitation to Tender for the Provision of Multi-Disciplinary Consultancy Services for Proposed Development Projects, Addition and Alteration (A&A) and Cyclical Maintenance Works to MSF Facilities (Batch 9)",gebiz
SHING DESIGN ATELIER PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Provision of Multi-Disciplinary Consultancy Services for Proposed Development Projects, Addition and Alteration (A&A) and Cyclical Maintenance Works to MSF Facilities (Batch 9)",gebiz
DBS BANK LTD.,,,Singapore,Singapore,,Invitation to Tender for the provision of Baby Bonus Scheme Services,gebiz
OVERSEA-CHINESE BANKING CORPORATION LIMITED,,,Singapore,Singapore,,Invitation to Tender for the provision of Baby Bonus Scheme Services,gebiz
UNITED OVERSEAS BANK LIMITED,,,Singapore,Singapore,,Invitation to Tender for the provision of Baby Bonus Scheme Services,gebiz
TECHLYON PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for the Management of Beanstalk Singapore Facebook and Instagram Pages,gebiz
SIFT ANALYTICS GROUP PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of SPSS Software Licenses,gebiz
Association for Early Childhood Educators (Singapore),,,Singapore,Singapore,,Invitation to Tender for the Provision of Services to support KidSTART Programmes,gebiz
PREMIERE TRAINING SERVICES,,,Singapore,Singapore,,Invitation to Tender for the Provision of Family Connection Sessions (FCS) to MSF Youth Residential,gebiz
BENG HENG ENGINEERING PTE LTD,,,Singapore,Singapore,,Invitation to Tender for Proposed Demolition Works,gebiz
ASA CONTRACTS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Proposed Branch Family Service Centre at Bukit Batok West Ave 6 Singapore 652450,gebiz
Bethesda CARE Centre,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services to Conduct Preschool Outreach to Families,gebiz
OIKOS. COMMUNITY @ SENGKANG LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services to Conduct Preschool Outreach to Families,gebiz
SINGAPORE CHILDREN'S SOCIETY,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services to Conduct Preschool Outreach to Families,gebiz
YAYASAN MENDAKI,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services to Conduct Preschool Outreach to Families,gebiz
SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,,,Singapore,Singapore,,Invitation to Tender for the Provision of Research Services to Conduct Outdoor Learning Training Programme Evaluation Study,gebiz
NINEMER COMMUNICATIONS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Public Relations Services,gebiz
RUDER FINN ASIA PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Public Relations Services,gebiz
CTC GLOBAL PTE. LTD.,,,Singapore,Singapore,,"INVITATION TO TENDER FOR THE SUPPLY, DELIVERY, SUPPORT OF ORACLE DATABASE AND MIDDLEWARE LICENCE AND SUPPORT RENEWAL",gebiz
LEARNING STUDIO EDUCARE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Nanny Services for Children,gebiz
KRDS DIGITAL PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of a Digital Agency,gebiz
ANDREW SOONG TRAINING AND CONSULTANCY,,,Singapore,Singapore,,Invitation to Tender for the Provision of Trainers,gebiz
OVV,,,Singapore,Singapore,,Invitation to Tender for the Provision of Trainers,gebiz
TRAINING EDGE INTERNATIONAL PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Trainers,gebiz
MEDIACORP PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Provision of Provision of Editorial, Design, Production and Delivery Services for Beanstalk Magazine",gebiz
ELITE ASIA (SG) PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Interpretation Services,gebiz
Wong Kwang Han,,,Singapore,Singapore,,Invitation to Tender for the Provision of Interpretation Services,gebiz
Epworth Community Services,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for the Investigation of Family Guidance Order (FGO) Cases,gebiz
ELSIE'S KITCHEN CATERING SERVICES PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Meals for the Residents of Youth Residential Service (YRS),gebiz
"SALVATION ARMY, THE",,,Singapore,Singapore,,Invitation to Tender for the Provision of Access Services,gebiz
THYE HUA KWAN MORAL CHARITIES LIMITED,,,Singapore,Singapore,,Invitation to Tender for the Provision of Access Services,gebiz
TOUCH COMMUNITY SERVICES LIMITED,,,Singapore,Singapore,,Invitation to Tender for the Provision of Access Services,gebiz
ISS FACILITY SERVICES PRIVATE LIMITED,,,Singapore,Singapore,,Invitation to Tender for the Provision of Cleaning Services for MSF Headquarters.,gebiz
CENTRE FOR EVIDENCE AND IMPLEMENTATION SINGAPORE LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Consultancy Services for Foster Care,gebiz
LEE SPRING PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Level 4 Group Teen Triple P Programmes for Probationer,gebiz
BUSINESS EDGE PERSONNEL SERVICES PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Research Services,gebiz
INSTITUTE OF MENTAL HEALTH,,,Singapore,Singapore,,Invitation to Tender for the Operation of Problem Gambling Helpline and WebChat Services,gebiz
LHN PARKING PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Comprehensive Maintenance and Management Services for Electronic Parking System at Upper Thomson Community Hub for a Period of Two (2) Years with an Option to Extend for Two (2) Years,gebiz
MERCER (SINGAPORE) PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of HR Consultancy Services to Support Manpower and Salary Survey (MPSS) FY 2019-2021,gebiz
HD CONTRACTOR PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Proposed Early Intervention Programme for Infants and Children (EIPIC) Centre at Fernvale Woods,gebiz
YFK PUBLIC ACCOUNTING CORPORATION,,,Singapore,Singapore,,Invitation to Tender for the Provision of Audit Services on Child Care Centres and Kindergartens,gebiz
WILLIS TOWERS WATSON CONSULTING (SINGAPORE) PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Consultancy Services to develop the Counselling Track within the Skills Framework for Social Service (SFwSS),gebiz
A D LAB PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Multi-disciplinary Consultancy Services for the Registries of Civil and Muslim Marriages (ROM/M/) Building Redevelopment Project,gebiz
ELOGIO ASIA PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of a Laser Tattoo Removal Machine and a Cold Air Therapy Machine for a Youth Facility,gebiz
VANGUARD AESTHETICS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of a Laser Tattoo Removal Machine and a Cold Air Therapy Machine for a Youth Facility,gebiz
RELIT PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for the Assessment of Prospective Foster Parents,gebiz
CBM PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the provision of Facilities Management Services for MSF's Standalone Social Facilities for a Period of 3 Years with an Option to Extend for up to 3 Years,gebiz
THE RESILIENZ CLINIC PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services to Support the National Council on Problem Gambling in the Administration of Social Safeguards Under the Casino Control Act,gebiz
YEAP MEDICAL SUPPLIES PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Healthcare and Hygiene Consumables for ComCare Clients,gebiz
CPG CONSULTANTS PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Multi-Disciplinary Consultancy Services for the Expansion of A Young Persons Facility,gebiz
SH INTEGRATED SERVICES PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for Additional and Alteration (A&A) Works at Saint Andrew's Adult Home (Sengkang),gebiz
CHUNG PRINTING PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Wooden Frames for Story Cards,gebiz
P-SERV PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Counter and Administrative Support Services for the Ministry of Social and Family Development,gebiz
ST ENGINEERING URBAN SOLUTIONS LTD.,,,Singapore,Singapore,,Invitation to tender for the provision of Agile Application Development and Maintenance services for the integrated Youth Homes System,gebiz
THOUGHTWORKS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Agile Application Development and Maintenance Services for the Special Needs Trust Company (SNTC) System,gebiz
ZHONG KAI CONSTRUCTION COMPANY PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Proposed Cyclical Maintenance (CM) Works to MSF Facilities (Batch 1),gebiz
OA ASSURANCE PAC,,,Singapore,Singapore,,"Invitation to Tender for the Provision of Audit Services for the Partner Operator (""POP"") Scheme and the Pre-School Opportunity Fund (""PSOF"") Scheme",gebiz
JADIA LOGISTICS PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Provision of Storage, Inventory Management and Delivery Services",gebiz
ED. D. CONSULTANCY PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Professional Expertise and Consultancy Services for the Content Drafting of the Revised Early Years Development Framework (EYDF) and Educarers Guide (EG),gebiz
SCHINDLER LIFTS (SINGAPORE) PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Proposed Replacement of Passenger & Bed Lifts at, Pelangi Village, Singapore",gebiz
RAFFLES MEDICAL GROUP LTD,,,Singapore,Singapore,,Invitation to Tender for the Provision of Medical Services for Youth Residential Service (YRS),gebiz
New Hope Community Services,,,Singapore,Singapore,,Invitation to Tender for the Provision of Services for Social Investigation of Destitute Persons,gebiz
SECURA SINGAPORE PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Printing and Mailing of Baby Bonus letters,gebiz
REDWOOD VENTURES PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Positive Adolescent Sexuality Treatment Programme (PAST) and/or Positive Psychotherapy Group Programme (PPG),gebiz
GIFTANO PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Supermarket and Shopping Vouchers,gebiz
THE ARCHITECTS CIRCLE PTE. LTD.,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF MULTI-DISCIPLINARY CONSULTANCY SERVICES FOR THE RELOCATION OF A NEW ADULT DISABILITY HOME FOR PERSONS WITH INTELLECTUAL DISABILITIES,gebiz
PROTIVITI PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Audit Services at Student Care Centres Administrating Student Care Fee Assistance Scheme,gebiz
CAMBRIAN ACADEMY PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of International Computer Driving Licence (ICDL) Programme for Youth under Rehabilitation Care at Youth Residential Service,gebiz
SENG & KENG CONSTRUCTION PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Appointment of Two (2) Term Contractors for a Term of Two (2) Years with an Option to Extend for One (1) Year,gebiz
ELITEZ PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Safety Check Services for the Child Protective Service (CPS),gebiz
CHRISTIAN CHUA TRAINING ACADEMY,,,Singapore,Singapore,,Invitation to Tender for the Provision of Trainer(s),gebiz
SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,,,Singapore,Singapore,,Invitation to Tender for the Provision of Trainer(s),gebiz
SUCCESS FRONTIERS TRAINING AND CONSULTANCY PRIVATE LIMITED,,,Singapore,Singapore,,Invitation to Tender for the Provision of Trainer(s),gebiz
FOMA ARCHITECTS LLP,,,Singapore,Singapore,,"INVITATION TO TENDER FOR THE PROVISION OF MULTI-DISCIPLINARY CONSULTANCY SERVICES FOR PROPOSED DEVELOPMENT PROJECTS, ALTERATION & ADDITION (A&A) AND CYCLICAL MAINTENANCE WORKS TO MSF FACILITIES (BATCH 11) FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ONE (1) YEAR",gebiz
MASCOTS AND PUPPETS SPECIALISTS,,,Singapore,Singapore,,Invitation to Tender for the Provision of Hand and Finger Puppets,gebiz
GRVTY MEDIA PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of services of a Digital Agency,gebiz
METRO PARKING (S) PTE LTD,,,Singapore,Singapore,,Invitation to Tender for the Operation and Management of Registry of Marriages Car Park,gebiz
Geetha A & Associates,,,Singapore,Singapore,,Invitation to Tender for the Provision of Audit Services Under A Period Contract And Framework Agreement,gebiz
IN.CORP BUSINESS ADVISORY PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Audit Services Under A Period Contract And Framework Agreement,gebiz
PKF-CAP LLP,,,Singapore,Singapore,,Invitation to Tender for the Provision of Audit Services Under A Period Contract And Framework Agreement,gebiz
ISLAND CATERING SERVICES PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Meals to Youth Residential Service (YRS),gebiz
EXPONENT PTE. LTD.,,,Singapore,Singapore,,"INVITATION TO TENDER FOR THE PROPOSED ADDITIONS AND ALTERATIONS AT TWO YOUTH FACILITIES - PART 1: A DROP IN CENTRE AT 2ND STOREY ,A RESIDENTIAL PLUMBING WORKSHOP AT 1ST STOREY AND AN ELECTRICAL WIRING WORKSHOP AT 4TH STOREY AT BLOCK C AND PART 2: A HAIRDRESSING TRAINING SALON AT 3RD STOREY BLOCK E",gebiz
KIDIBLISS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Childminding Services,gebiz
KEYDENCE SYSTEMS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Proposed Security Enhancement Works to Various Homes,gebiz
M-STARS ENGINEERING & CONSTRUCTION PTE. LTD.,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE SUPPLY AND INSTALLATION OF SECURITY GATES AND ELECTRO-MAGNETIC (EM) LOCKS TO 5 EXISTING HOMES IN PELANGI VILLAGE AT BUANGKOK GREEN,gebiz
VTEC SYSTEMS (ASIA) PRIVATE LIMITED,,,Singapore,Singapore,,Invitation To Tender for the Provision of Online Library Management System Subscription for Youth Residential Service (YRS),gebiz
AKTIVATE GROUP PTE. LTD.,,,Singapore,Singapore,,Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
C'IGNATURE PASSION PTE. LTD.,,,Singapore,Singapore,,Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
CAMP CHALLENGE PTE. LTD.,,,Singapore,Singapore,,Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
VIVARCH ENRICHMENT PTE. LTD.,,,Singapore,Singapore,,Provision of Youth Holistic Development Programme for Youth Residential Service,gebiz
APRW PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Public Relations Services,gebiz
BETTR BARISTA PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Provision of WSQ Courses for Food Services, Baking and Pastry, and Provide Specialty Coffee Service for Youth Under Rehabilitation Care at Youth Residential Service",gebiz
SHATEC INSTITUTES PTE. LTD.,,,Singapore,Singapore,,"Invitation to Tender for the Provision of WSQ Courses for Food Services, Baking and Pastry, and Provide Specialty Coffee Service for Youth Under Rehabilitation Care at Youth Residential Service",gebiz
WORLD SCIENTIFIC PUBLISHING CO PTE LTD,,,Singapore,Singapore,,Provision of Becky Bunny's Adventures for Life storybooks,gebiz
DRAGNET SMARTECH SECURITY PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Security Manpower Services for Social Service Offices (SSOs),gebiz
KYOOB ARCHITECTS PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Multi Disciplinary Consultancy Services for Renovation at 510 and 512 Thomson Road,gebiz
HAI-OU CO. (S) PTE. LTD.,,,Singapore,Singapore,,ITT for the Provision of Becky Bunny Plushies and Two Titles of the Becky Bunny's Adventures for Life Storybooks,gebiz
GUARDIAN INDEPENDENT CERTIFICATION PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of audit services for the MSF Data Security Instructions (DSI) Compliance Assessment,gebiz
SAPIENCE CONSULTING PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of audit services for the MSF Data Security Instructions (DSI) Compliance Assessment,gebiz
CROWN WORLDWIDE PTE LTD,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF RECORDS MANAGEMENT SERVICES,gebiz
FOO KON TAN LLP,,,Singapore,Singapore,,Statutory and certification audit for three (3) consecutive financial years from 1 April 2021 to 31 March 2024 with the option to extend yearly for the next four (4) years from 1 April 2024 to 31 March 2028.,gebiz
ATTORNEYS INC. LLC,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF LEGAL SERVICES TO THE COUNCIL FOR ESTATE AGENCIES,gebiz
BRADDELL BROTHERS LLP,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF LEGAL SERVICES TO THE COUNCIL FOR ESTATE AGENCIES,gebiz
CNPLAW LLP,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF LEGAL SERVICES TO THE COUNCIL FOR ESTATE AGENCIES,gebiz
ENGELIN TEH PRACTICE LLC,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF LEGAL SERVICES TO THE COUNCIL FOR ESTATE AGENCIES,gebiz
M YAP LAW,,,Singapore,Singapore,,INVITATION TO TENDER FOR THE PROVISION OF LEGAL SERVICES TO THE COUNCIL FOR ESTATE AGENCIES,gebiz
NTUC LEARNINGHUB PTE. LTD.,,,Singapore,Singapore,,Tender for the appointment of an Appointed Examination Administrator (AEA) for The Council for Estate Agencies (CEA) for a period of 2 years and 1 month with Option to Extend for 1 + 1 year,gebiz
RE TRAINING & CONSULTANCY PTE. LTD.,,,Singapore,Singapore,,Invitation to Tender for the Provision of Consultancy Services for the Development of a Reference Guide Containing Differentiated Learning Paths and Competency Guide for the Real Estate Agency Industry,gebiz
ASHNIK PTE. LTD.,,,Singapore,Singapore,,SOFTWARE LICENCES AND CONSULTING SERVICES FOR CRISIS INFORMATION MANAGEMENT SYSTEM,gebiz
RAY PHOTOGRAPHY,,,Singapore,Singapore,,"Open Invitation-to-Tender (ITT) for the Procurement of Photography and Videography Services for MOT for a Period of Two (2) Years, with an Option to Extend for a Further One (1) Year",gebiz
COMFORTDELGRO BUS PTE. LTD.,,,Singapore,Singapore,,Open Invitation-to-Tender (ITT) for Transport Services for a period of One (1) Year,gebiz
DIAMOND COACH SINGAPORE PTE. LTD.,,,Singapore,Singapore,,Open Invitation-to-Tender (ITT) for Transport Services for a period of One (1) Year,gebiz
Express & Excursion Bus Association,,,Singapore,Singapore,,Open Invitation-to-Tender (ITT) for Transport Services for a period of One (1) Year,gebiz
VALENCIA DESIGN PTE. LTD.,,,Singapore,Singapore,,OPEN INVITATION-TO-TENDER (ITT) FOR ADDITION & ALTERATION (A&A) WORKS FOR CONFERENCE ROOM AT LEVEL 39 MOT OFFICE,gebiz
THAT MARKETING GUY (S) PTE. LTD.,,,Singapore,Singapore,,"Provision of Social Media Services for MOT for a Period of One (1) Year, with the Option to Extend the Appointment for Another One (1) Year",gebiz
YOUYI TECHNOLOGY PTE. LTD.,,,Singapore,Singapore,,OPEN INVITATION-TO-TENDER (ITT) FOR THE PROVISION OF ONE-YEAR MONGODB ENTERPRISE ADVANCED SUBSCRIPTION WITH AN OPTION FOR MOT TO PROCURE ANOTHER ONE-YEAR SUBSCRIPTION,gebiz
NYTC INTERNATIONAL PTE. LTD.,,,Singapore,Singapore,,"Open Invitation-to-Tender (ITT) for the Provision of Soundproofing Works to Meeting Rooms in the TSIB Office, Changi Airport Terminal 2",gebiz
NETWORK ARCHITECTS PTE. LTD.,,,Singapore,Singapore,,OPEN INVITATION-TO-TENDER (ITT) FOR REMEDIAL HARDWARE MAINTENANCE FOR MINISTRY OF TRANSPORT (MOT) SYSTEMS,gebiz
LEICA GEOSYSTEMS PTE. LTD.,,,Singapore,Singapore,,Open Invitation-to-Tender (ITT) for the Procurement of New 3D Laser Scanner System,gebiz
VINE INFOTECH PRIVATE LIMITED,,,Singapore,Singapore,,"OPEN INVITATION-TO-TENDER (ITT) FOR THE PROVISION OF ONE-YEAR MONGODB ENTERPRISE ADVANCED SUBSCRIPTION FOR PHASE 1 TRANSPORT CRISIS INFORMATION MANAGEMENT SYSTEM (CIMS), WITH AN OPTION FOR MOT TO PROCURE ANOTHER ONE-YEAR SUBSCRIPTION",gebiz
MCCANN WORLDGROUP (SINGAPORE) PTE. LTD.,,,Singapore,Singapore,,Integrated Marketing and Creative Services,gebiz
PAPER PLANE ARCHITECTS,,,Singapore,Singapore,,Multi-Disciplinary Consultancy Services for Addition and Alteration Works at Novena Office,gebiz
KOSH CONSULTING GROUP (ASIA) PTE. LTD.,,,Singapore,Singapore,,PSYCHOMETRIC ASSESSMENTS AND ASSESSMENT CENTRE FOR RECRUITMENT SELECTION,gebiz
ASIAN DETOURS PTE. LTD.,,,Singapore,Singapore,,Period Contract for Team Building Programme,gebiz
CAMELOT PTE. LTD.,,,Singapore,Singapore,,Period Contract for Team Building Programme,gebiz
CENTRE FOR PERFORMANCE TRANSFORMATION (PTE.) LTD.,,,Singapore,Singapore,,Period Contract for Team Building Programme,gebiz
GRINESS PTE. LTD.,,,Singapore,Singapore,,Period Contract for Team Building Programme,gebiz
SERENDIPET PRIVATE LIMITED,,,Singapore,Singapore,,Period Contract for Team Building Programme,gebiz
AADVANTAGE CONSULTING GROUP PTE. LTD.,,,Singapore,Singapore,,Mystery Service Audits,gebiz
SEMNET PTE. LTD.,,,Singapore,Singapore,,"Implementation and Maintenance of Security Orchestration, Automation and Response (SOAR)",gebiz
POLY-LINE PTE LTD,,,Singapore,Singapore,,Replacement of Domestic Water Tank,gebiz
ACHIEVE CAREER CONSULTANT PTE LTD,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
ADECCO PERSONNEL PTE LTD,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
APAR TECHNOLOGIES PTE. LTD.,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
DEZIRE TECHNOLOGIES PTE. LTD.,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
HAYS SPECIALIST RECRUITMENT PTE. LTD.,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
HELIUS TECHNOLOGIES PTE. LTD.,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
JONDAVIDSON PTE. LTD.,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
MICHAEL PAGE INTERNATIONAL PTE LTD,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
NOBILITY PLACEMENT SERVICES PTE. LTD.,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,,,Singapore,Singapore,,Period Contract for Executive Search Services,gebiz
